"labels","Time","Line","tsNs","labelTypes","id"
[object Object],2025-03-05 15:47:33,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:47:33,180 | ERROR | {\""user_id\"": 80, \""product_id\"": 1626, \""amount\"": 65.51, \""status\"": \""success\"", \""random_string\"": \""g3CdO0rTJA\""}"", ""timestamp"": ""2025-03-05 15:47:33""}",1741169853180753920,[object Object],1741169853180753920_450057a
[object Object],2025-03-05 15:44:13,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:44:13,275 | INFO | {\""user_id\"": 5, \""product_id\"": 1354, \""amount\"": 14.34, \""status\"": \""pending\"", \""random_string\"": \""6z0rznzP1F\""}"", ""timestamp"": ""2025-03-05 15:44:13""}",1741169653276549376,[object Object],1741169653276549376_5c5ecdbc
[object Object],2025-03-05 15:44:12,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:44:12,063 | INFO | {\""user_id\"": 53, \""product_id\"": 1973, \""amount\"": 39.78, \""status\"": \""failure\"", \""random_string\"": \""0dGA4jYXzH\""}"", ""timestamp"": ""2025-03-05 15:44:12""}",1741169652064157440,[object Object],1741169652064157440_677c0cfe
[object Object],2025-03-05 15:44:09,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:44:09,608 | ERROR | {\""user_id\"": 79, \""product_id\"": 1108, \""amount\"": 77.13, \""status\"": \""failure\"", \""random_string\"": \""mkGdqDRedn\""}"", ""timestamp"": ""2025-03-05 15:44:09""}",1741169649608478464,[object Object],1741169649608478464_7c505df6
[object Object],2025-03-05 15:44:07,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:44:07,933 | INFO | {\""user_id\"": 50, \""product_id\"": 1394, \""amount\"": 21.47, \""status\"": \""success\"", \""random_string\"": \""bPStq2hb98\""}"", ""timestamp"": ""2025-03-05 15:44:07""}",1741169647933156608,[object Object],1741169647933156608_edc1dbf6
[object Object],2025-03-05 15:44:06,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:44:06,369 | INFO | {\""user_id\"": 15, \""product_id\"": 1546, \""amount\"": 66.77, \""status\"": \""success\"", \""random_string\"": \""NnlZlcNwPb\""}"", ""timestamp"": ""2025-03-05 15:44:06""}",1741169646369191168,[object Object],1741169646369191168_2b94d7cc
[object Object],2025-03-05 15:44:05,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:44:05,815 | INFO | {\""user_id\"": 41, \""product_id\"": 1717, \""amount\"": 52.06, \""status\"": \""success\"", \""random_string\"": \""RfMHIrBt3g\""}"", ""timestamp"": ""2025-03-05 15:44:05""}",1741169645816732416,[object Object],1741169645816732416_190dfa76
[object Object],2025-03-05 15:43:59,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:43:59,994 | WARNING | {\""user_id\"": 37, \""product_id\"": 1961, \""amount\"": 75.83, \""status\"": \""failure\"", \""random_string\"": \""EkNn1qz4ZR\""}"", ""timestamp"": ""2025-03-05 15:43:59""}",1741169639994294272,[object Object],1741169639994294272_94ff9f68
[object Object],2025-03-05 15:43:59,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:59,189 | INFO | {\""user_id\"": 78, \""product_id\"": 1896, \""amount\"": 11.5, \""status\"": \""success\"", \""random_string\"": \""IIl4Sn8EnI\""}"", ""timestamp"": ""2025-03-05 15:43:59""}",1741169639190216960,[object Object],1741169639190216960_26357752
[object Object],2025-03-05 15:43:57,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:43:57,612 | ERROR | {\""user_id\"": 76, \""product_id\"": 1206, \""amount\"": 78.28, \""status\"": \""pending\"", \""random_string\"": \""SsPBZ7Z1rX\""}"", ""timestamp"": ""2025-03-05 15:43:57""}",1741169637612546048,[object Object],1741169637612546048_d4355d86
[object Object],2025-03-05 15:43:55,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:43:55,169 | ERROR | {\""user_id\"": 40, \""product_id\"": 1439, \""amount\"": 26.59, \""status\"": \""pending\"", \""random_string\"": \""GwturT6hYh\""}"", ""timestamp"": ""2025-03-05 15:43:55""}",1741169635169563904,[object Object],1741169635169563904_8c3cac74
[object Object],2025-03-05 15:43:54,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:43:54,237 | WARNING | {\""user_id\"": 95, \""product_id\"": 1518, \""amount\"": 56.8, \""status\"": \""success\"", \""random_string\"": \""qGyjibG1jG\""}"", ""timestamp"": ""2025-03-05 15:43:54""}",1741169634237749760,[object Object],1741169634237749760_8c247fe4
[object Object],2025-03-05 15:43:50,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:43:50,557 | WARNING | {\""user_id\"": 19, \""product_id\"": 1211, \""amount\"": 92.41, \""status\"": \""pending\"", \""random_string\"": \""JNFFn4DE7X\""}"", ""timestamp"": ""2025-03-05 15:43:50""}",1741169630557649920,[object Object],1741169630557649920_be418fb0
[object Object],2025-03-05 15:43:45,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:43:45,696 | WARNING | {\""user_id\"": 34, \""product_id\"": 1501, \""amount\"": 42.36, \""status\"": \""failure\"", \""random_string\"": \""n2cSDj70eR\""}"", ""timestamp"": ""2025-03-05 15:43:45""}",1741169625696944896,[object Object],1741169625696944896_7cbc6332
[object Object],2025-03-05 15:43:44,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:43:44,595 | ERROR | {\""user_id\"": 97, \""product_id\"": 1120, \""amount\"": 33.0, \""status\"": \""failure\"", \""random_string\"": \""rcnd9jGPKV\""}"", ""timestamp"": ""2025-03-05 15:43:44""}",1741169624595721728,[object Object],1741169624595721728_4a3713be
[object Object],2025-03-05 15:43:42,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:42,650 | INFO | {\""user_id\"": 65, \""product_id\"": 1807, \""amount\"": 12.75, \""status\"": \""success\"", \""random_string\"": \""IyTx3oOXxp\""}"", ""timestamp"": ""2025-03-05 15:43:42""}",1741169622650136064,[object Object],1741169622650136064_606e5b2
[object Object],2025-03-05 15:43:37,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:37,501 | INFO | {\""user_id\"": 39, \""product_id\"": 1224, \""amount\"": 51.75, \""status\"": \""failure\"", \""random_string\"": \""SC7XZGkfJp\""}"", ""timestamp"": ""2025-03-05 15:43:37""}",1741169617502028800,[object Object],1741169617502028800_a306828
[object Object],2025-03-05 15:43:35,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:35,973 | INFO | {\""user_id\"": 96, \""product_id\"": 1752, \""amount\"": 62.03, \""status\"": \""pending\"", \""random_string\"": \""dHL3Jnq4qg\""}"", ""timestamp"": ""2025-03-05 15:43:35""}",1741169615973253376,[object Object],1741169615973253376_626be806
[object Object],2025-03-05 15:43:34,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:43:34,882 | ERROR | {\""user_id\"": 62, \""product_id\"": 1004, \""amount\"": 37.18, \""status\"": \""pending\"", \""random_string\"": \""tUL5XSdDtk\""}"", ""timestamp"": ""2025-03-05 15:43:34""}",1741169614883053312,[object Object],1741169614883053312_1086c708
[object Object],2025-03-05 15:43:33,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:43:33,090 | WARNING | {\""user_id\"": 92, \""product_id\"": 1229, \""amount\"": 22.86, \""status\"": \""pending\"", \""random_string\"": \""AU7FBQykeL\""}"", ""timestamp"": ""2025-03-05 15:43:33""}",1741169613090365696,[object Object],1741169613090365696_9e804510
[object Object],2025-03-05 15:43:28,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:43:28,298 | ERROR | {\""user_id\"": 44, \""product_id\"": 1121, \""amount\"": 25.57, \""status\"": \""success\"", \""random_string\"": \""LJ7TPhTUqo\""}"", ""timestamp"": ""2025-03-05 15:43:28""}",1741169608299563520,[object Object],1741169608299563520_8c69cb1c
[object Object],2025-03-05 15:43:27,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:43:27,001 | WARNING | {\""user_id\"": 39, \""product_id\"": 1285, \""amount\"": 87.01, \""status\"": \""pending\"", \""random_string\"": \""h6Y4hKKYru\""}"", ""timestamp"": ""2025-03-05 15:43:27""}",1741169607001484032,[object Object],1741169607001484032_72e52fe0
[object Object],2025-03-05 15:43:25,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:25,362 | INFO | {\""user_id\"": 65, \""product_id\"": 1275, \""amount\"": 33.01, \""status\"": \""failure\"", \""random_string\"": \""AWWP6BgTCZ\""}"", ""timestamp"": ""2025-03-05 15:43:25""}",1741169605362598400,[object Object],1741169605362598400_c001de40
[object Object],2025-03-05 15:43:22,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:22,355 | INFO | {\""user_id\"": 31, \""product_id\"": 1891, \""amount\"": 82.54, \""status\"": \""success\"", \""random_string\"": \""YSBDFwaahD\""}"", ""timestamp"": ""2025-03-05 15:43:22""}",1741169602355731968,[object Object],1741169602355731968_ae134126
[object Object],2025-03-05 15:43:21,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:21,708 | INFO | {\""user_id\"": 34, \""product_id\"": 1222, \""amount\"": 41.87, \""status\"": \""failure\"", \""random_string\"": \""jDHEJXPZZB\""}"", ""timestamp"": ""2025-03-05 15:43:21""}",1741169601709059328,[object Object],1741169601709059328_f3f441e2
[object Object],2025-03-05 15:43:21,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:21,067 | INFO | {\""user_id\"": 44, \""product_id\"": 1096, \""amount\"": 85.76, \""status\"": \""pending\"", \""random_string\"": \""esigO23sK5\""}"", ""timestamp"": ""2025-03-05 15:43:21""}",1741169601068092672,[object Object],1741169601068092672_bb2c774
[object Object],2025-03-05 15:43:19,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:19,549 | INFO | {\""user_id\"": 4, \""product_id\"": 1067, \""amount\"": 87.96, \""status\"": \""pending\"", \""random_string\"": \""RBjDD4nJ6l\""}"", ""timestamp"": ""2025-03-05 15:43:19""}",1741169599549265408,[object Object],1741169599549265408_35498bf6
[object Object],2025-03-05 15:43:15,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:43:15,810 | WARNING | {\""user_id\"": 96, \""product_id\"": 1023, \""amount\"": 70.85, \""status\"": \""success\"", \""random_string\"": \""2Mv5clKrAn\""}"", ""timestamp"": ""2025-03-05 15:43:15""}",1741169595811030784,[object Object],1741169595811030784_28f25130
[object Object],2025-03-05 15:43:14,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:43:14,836 | ERROR | {\""user_id\"": 69, \""product_id\"": 1359, \""amount\"": 49.32, \""status\"": \""pending\"", \""random_string\"": \""VjFomNt6jV\""}"", ""timestamp"": ""2025-03-05 15:43:14""}",1741169594837896448,[object Object],1741169594837896448_13191414
[object Object],2025-03-05 15:43:09,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:09,721 | INFO | {\""user_id\"": 68, \""product_id\"": 1729, \""amount\"": 22.55, \""status\"": \""pending\"", \""random_string\"": \""mLU372vrFl\""}"", ""timestamp"": ""2025-03-05 15:43:09""}",1741169589721711616,[object Object],1741169589721711616_a97eea72
[object Object],2025-03-05 15:43:07,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:43:07,886 | WARNING | {\""user_id\"": 63, \""product_id\"": 1316, \""amount\"": 56.38, \""status\"": \""pending\"", \""random_string\"": \""nYVloBigEH\""}"", ""timestamp"": ""2025-03-05 15:43:07""}",1741169587886126592,[object Object],1741169587886126592_1d9c546a
[object Object],2025-03-05 15:43:07,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:43:07,015 | WARNING | {\""user_id\"": 52, \""product_id\"": 1368, \""amount\"": 75.06, \""status\"": \""failure\"", \""random_string\"": \""mOzacOWsuA\""}"", ""timestamp"": ""2025-03-05 15:43:07""}",1741169587015656448,[object Object],1741169587015656448_92624c2a
[object Object],2025-03-05 15:43:06,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:43:06,271 | ERROR | {\""user_id\"": 85, \""product_id\"": 1408, \""amount\"": 72.74, \""status\"": \""pending\"", \""random_string\"": \""N3FLv3gEpV\""}"", ""timestamp"": ""2025-03-05 15:43:06""}",1741169586271348992,[object Object],1741169586271348992_ade9fdde
[object Object],2025-03-05 15:43:04,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:43:04,384 | INFO | {\""user_id\"": 72, \""product_id\"": 1994, \""amount\"": 44.42, \""status\"": \""failure\"", \""random_string\"": \""9UrbyEhKMM\""}"", ""timestamp"": ""2025-03-05 15:43:04""}",1741169584384711424,[object Object],1741169584384711424_f1b95e54
[object Object],2025-03-05 15:42:59,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:42:59,429 | WARNING | {\""user_id\"": 68, \""product_id\"": 1525, \""amount\"": 23.95, \""status\"": \""failure\"", \""random_string\"": \""lIFoZX93fX\""}"", ""timestamp"": ""2025-03-05 15:42:59""}",1741169579429430272,[object Object],1741169579429430272_c8b1fe78
[object Object],2025-03-05 15:42:56,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:42:56,719 | WARNING | {\""user_id\"": 39, \""product_id\"": 1010, \""amount\"": 60.87, \""status\"": \""pending\"", \""random_string\"": \""TAMWoV1liy\""}"", ""timestamp"": ""2025-03-05 15:42:56""}",1741169576719989504,[object Object],1741169576719989504_e227ae08
[object Object],2025-03-05 15:42:54,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:42:54,821 | ERROR | {\""user_id\"": 73, \""product_id\"": 1242, \""amount\"": 41.09, \""status\"": \""failure\"", \""random_string\"": \""VFQkas5Fru\""}"", ""timestamp"": ""2025-03-05 15:42:54""}",1741169574821213184,[object Object],1741169574821213184_7ef2c5c4
[object Object],2025-03-05 15:42:53,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:42:53,127 | WARNING | {\""user_id\"": 11, \""product_id\"": 1597, \""amount\"": 29.87, \""status\"": \""success\"", \""random_string\"": \""34O8O41sE1\""}"", ""timestamp"": ""2025-03-05 15:42:53""}",1741169573127334912,[object Object],1741169573127334912_398a7f6e
[object Object],2025-03-05 15:42:50,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:42:50,027 | INFO | {\""user_id\"": 46, \""product_id\"": 1878, \""amount\"": 26.74, \""status\"": \""pending\"", \""random_string\"": \""jCee6wXUyD\""}"", ""timestamp"": ""2025-03-05 15:42:50""}",1741169570027687936,[object Object],1741169570027687936_bc3feeb6
[object Object],2025-03-05 15:42:47,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:42:47,388 | INFO | {\""user_id\"": 85, \""product_id\"": 1745, \""amount\"": 61.25, \""status\"": \""success\"", \""random_string\"": \""koL4xXl8aq\""}"", ""timestamp"": ""2025-03-05 15:42:47""}",1741169567389267456,[object Object],1741169567389267456_54402b70
[object Object],2025-03-05 15:42:46,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:42:46,494 | INFO | {\""user_id\"": 87, \""product_id\"": 1174, \""amount\"": 40.49, \""status\"": \""success\"", \""random_string\"": \""9mimaWdtMs\""}"", ""timestamp"": ""2025-03-05 15:42:46""}",1741169566494901504,[object Object],1741169566494901504_b7bc7b7c
[object Object],2025-03-05 15:42:44,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:42:44,625 | INFO | {\""user_id\"": 76, \""product_id\"": 1584, \""amount\"": 60.18, \""status\"": \""pending\"", \""random_string\"": \""UlmyYen9ZD\""}"", ""timestamp"": ""2025-03-05 15:42:44""}",1741169564626129408,[object Object],1741169564626129408_4d516682
[object Object],2025-03-05 15:42:40,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:42:40,581 | ERROR | {\""user_id\"": 6, \""product_id\"": 1292, \""amount\"": 99.36, \""status\"": \""success\"", \""random_string\"": \""ucF5I8Uw6v\""}"", ""timestamp"": ""2025-03-05 15:42:40""}",1741169560581243392,[object Object],1741169560581243392_d7c1b9e0
[object Object],2025-03-05 15:42:26,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:42:26,312 | WARNING | {\""user_id\"": 38, \""product_id\"": 1332, \""amount\"": 37.52, \""status\"": \""failure\"", \""random_string\"": \""LnkNiEA2M8\""}"", ""timestamp"": ""2025-03-05 15:42:26""}",1741169546312719616,[object Object],1741169546312719616_6ecd46ae
[object Object],2025-03-05 15:42:23,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:42:23,678 | WARNING | {\""user_id\"": 53, \""product_id\"": 1826, \""amount\"": 47.88, \""status\"": \""pending\"", \""random_string\"": \""wjAqCX3D94\""}"", ""timestamp"": ""2025-03-05 15:42:23""}",1741169543679057920,[object Object],1741169543679057920_afbe7220
[object Object],2025-03-05 15:42:18,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:42:18,969 | INFO | {\""user_id\"": 93, \""product_id\"": 1439, \""amount\"": 76.17, \""status\"": \""failure\"", \""random_string\"": \""CSMYY71Gop\""}"", ""timestamp"": ""2025-03-05 15:42:18""}",1741169538969609984,[object Object],1741169538969609984_a0bfc0e
[object Object],2025-03-05 15:42:16,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:42:16,341 | WARNING | {\""user_id\"": 52, \""product_id\"": 1148, \""amount\"": 81.53, \""status\"": \""failure\"", \""random_string\"": \""XYfcU8tXbS\""}"", ""timestamp"": ""2025-03-05 15:42:16""}",1741169536341260288,[object Object],1741169536341260288_245033c0
[object Object],2025-03-05 15:42:14,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:42:14,535 | ERROR | {\""user_id\"": 45, \""product_id\"": 1654, \""amount\"": 97.63, \""status\"": \""failure\"", \""random_string\"": \""5JhNdwIOJ5\""}"", ""timestamp"": ""2025-03-05 15:42:14""}",1741169534535531008,[object Object],1741169534535531008_4dab113c
[object Object],2025-03-05 15:42:09,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:42:09,328 | ERROR | {\""user_id\"": 53, \""product_id\"": 1544, \""amount\"": 17.11, \""status\"": \""success\"", \""random_string\"": \""LWb6Kko5hF\""}"", ""timestamp"": ""2025-03-05 15:42:09""}",1741169529328313600,[object Object],1741169529328313600_7fd99116
[object Object],2025-03-05 15:42:07,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:42:07,622 | INFO | {\""user_id\"": 60, \""product_id\"": 1331, \""amount\"": 51.22, \""status\"": \""pending\"", \""random_string\"": \""di54JvQm54\""}"", ""timestamp"": ""2025-03-05 15:42:07""}",1741169527622192896,[object Object],1741169527622192896_9f52d618
[object Object],2025-03-05 15:42:07,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:42:07,009 | INFO | {\""user_id\"": 79, \""product_id\"": 1475, \""amount\"": 99.98, \""status\"": \""success\"", \""random_string\"": \""BKHMKooSbR\""}"", ""timestamp"": ""2025-03-05 15:42:07""}",1741169527009281024,[object Object],1741169527009281024_93a2c458
[object Object],2025-03-05 15:42:04,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:42:04,034 | WARNING | {\""user_id\"": 85, \""product_id\"": 1182, \""amount\"": 87.3, \""status\"": \""failure\"", \""random_string\"": \""WhrRe4iYsU\""}"", ""timestamp"": ""2025-03-05 15:42:04""}",1741169524035043840,[object Object],1741169524035043840_37e45e38
[object Object],2025-03-05 15:42:02,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:42:02,016 | INFO | {\""user_id\"": 4, \""product_id\"": 1355, \""amount\"": 91.05, \""status\"": \""pending\"", \""random_string\"": \""ZyG3RhYA4L\""}"", ""timestamp"": ""2025-03-05 15:42:02""}",1741169522016651008,[object Object],1741169522016651008_437fc47c
[object Object],2025-03-05 15:41:59,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:41:59,555 | INFO | {\""user_id\"": 60, \""product_id\"": 1013, \""amount\"": 27.6, \""status\"": \""pending\"", \""random_string\"": \""NuBYhogoyB\""}"", ""timestamp"": ""2025-03-05 15:41:59""}",1741169519556295424,[object Object],1741169519556295424_39fb672a
[object Object],2025-03-05 15:41:58,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:41:58,354 | INFO | {\""user_id\"": 55, \""product_id\"": 1892, \""amount\"": 60.17, \""status\"": \""failure\"", \""random_string\"": \""7URbI1qHCR\""}"", ""timestamp"": ""2025-03-05 15:41:58""}",1741169518356182528,[object Object],1741169518356182528_652d3866
[object Object],2025-03-05 15:41:55,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:41:55,719 | ERROR | {\""user_id\"": 43, \""product_id\"": 1396, \""amount\"": 49.69, \""status\"": \""success\"", \""random_string\"": \""qTYKAqyYKJ\""}"", ""timestamp"": ""2025-03-05 15:41:55""}",1741169515719479296,[object Object],1741169515719479296_724874c
[object Object],2025-03-05 15:41:53,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:41:53,118 | WARNING | {\""user_id\"": 49, \""product_id\"": 1687, \""amount\"": 25.13, \""status\"": \""success\"", \""random_string\"": \""dtS6x6HBB7\""}"", ""timestamp"": ""2025-03-05 15:41:53""}",1741169513119081216,[object Object],1741169513119081216_f9ef47b2
[object Object],2025-03-05 15:41:47,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:41:47,306 | ERROR | {\""user_id\"": 28, \""product_id\"": 1544, \""amount\"": 42.24, \""status\"": \""success\"", \""random_string\"": \""ntCLiAeP1S\""}"", ""timestamp"": ""2025-03-05 15:41:47""}",1741169507306612224,[object Object],1741169507306612224_d9fbdca
[object Object],2025-03-05 15:41:45,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:41:45,649 | INFO | {\""user_id\"": 51, \""product_id\"": 1311, \""amount\"": 60.89, \""status\"": \""failure\"", \""random_string\"": \""25ljWQoWKM\""}"", ""timestamp"": ""2025-03-05 15:41:45""}",1741169505650217728,[object Object],1741169505650217728_699b1adc
[object Object],2025-03-05 15:41:44,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:41:44,553 | WARNING | {\""user_id\"": 76, \""product_id\"": 1521, \""amount\"": 25.03, \""status\"": \""success\"", \""random_string\"": \""2JOihyteZf\""}"", ""timestamp"": ""2025-03-05 15:41:44""}",1741169504554444800,[object Object],1741169504554444800_f01075dc
[object Object],2025-03-05 15:41:40,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:41:40,665 | INFO | {\""user_id\"": 23, \""product_id\"": 1271, \""amount\"": 70.26, \""status\"": \""failure\"", \""random_string\"": \""bV9IKhtfbP\""}"", ""timestamp"": ""2025-03-05 15:41:40""}",1741169500665546752,[object Object],1741169500665546752_b2295e76
[object Object],2025-03-05 15:41:38,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:41:38,475 | INFO | {\""user_id\"": 18, \""product_id\"": 1559, \""amount\"": 79.25, \""status\"": \""pending\"", \""random_string\"": \""D5uXm4Uu21\""}"", ""timestamp"": ""2025-03-05 15:41:38""}",1741169498475564800,[object Object],1741169498475564800_34b8f52c
[object Object],2025-03-05 15:41:33,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:41:33,724 | WARNING | {\""user_id\"": 24, \""product_id\"": 1957, \""amount\"": 47.23, \""status\"": \""success\"", \""random_string\"": \""5TgsX3pL2I\""}"", ""timestamp"": ""2025-03-05 15:41:33""}",1741169493724946944,[object Object],1741169493724946944_5cd8d61a
[object Object],2025-03-05 15:41:30,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:41:30,592 | WARNING | {\""user_id\"": 73, \""product_id\"": 1631, \""amount\"": 80.79, \""status\"": \""failure\"", \""random_string\"": \""hXRvVqx6L9\""}"", ""timestamp"": ""2025-03-05 15:41:30""}",1741169490592862976,[object Object],1741169490592862976_15011a00
[object Object],2025-03-05 15:41:27,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:41:27,570 | INFO | {\""user_id\"": 12, \""product_id\"": 1797, \""amount\"": 67.34, \""status\"": \""success\"", \""random_string\"": \""GXhBLw3YA5\""}"", ""timestamp"": ""2025-03-05 15:41:27""}",1741169487570276096,[object Object],1741169487570276096_823de6ee
[object Object],2025-03-05 15:41:26,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:41:26,157 | ERROR | {\""user_id\"": 73, \""product_id\"": 1834, \""amount\"": 53.52, \""status\"": \""failure\"", \""random_string\"": \""ivTkf7FZBa\""}"", ""timestamp"": ""2025-03-05 15:41:26""}",1741169486157982208,[object Object],1741169486157982208_27ee973c
[object Object],2025-03-05 15:41:24,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:41:24,548 | INFO | {\""user_id\"": 62, \""product_id\"": 1408, \""amount\"": 85.66, \""status\"": \""success\"", \""random_string\"": \""nqddkB9DGz\""}"", ""timestamp"": ""2025-03-05 15:41:24""}",1741169484548776704,[object Object],1741169484548776704_8681bc80
[object Object],2025-03-05 15:41:21,"{""level"": ""INFO"", ""message"": ""2025-03-05 15:41:21,647 | INFO | {\""user_id\"": 11, \""product_id\"": 1270, \""amount\"": 12.22, \""status\"": \""success\"", \""random_string\"": \""gMF1eMWWC3\""}"", ""timestamp"": ""2025-03-05 15:41:21""}",1741169481647747328,[object Object],1741169481647747328_4288bec2
[object Object],2025-03-05 15:41:20,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:41:20,021 | ERROR | {\""user_id\"": 90, \""product_id\"": 1550, \""amount\"": 25.97, \""status\"": \""success\"", \""random_string\"": \""zPzdPjzJQR\""}"", ""timestamp"": ""2025-03-05 15:41:20""}",1741169480021527296,[object Object],1741169480021527296_48ef3b0
[object Object],2025-03-05 15:41:18,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:41:18,381 | ERROR | {\""user_id\"": 10, \""product_id\"": 1001, \""amount\"": 32.76, \""status\"": \""pending\"", \""random_string\"": \""nfxovWIkPo\""}"", ""timestamp"": ""2025-03-05 15:41:18""}",1741169478381536000,[object Object],1741169478381536000_2361d918
[object Object],2025-03-05 15:41:17,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:41:17,176 | WARNING | {\""user_id\"": 48, \""product_id\"": 1493, \""amount\"": 74.34, \""status\"": \""failure\"", \""random_string\"": \""MAQRKPX5fG\""}"", ""timestamp"": ""2025-03-05 15:41:17""}",1741169477176798720,[object Object],1741169477176798720_17747816
[object Object],2025-03-05 15:41:16,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:41:16,624 | WARNING | {\""user_id\"": 45, \""product_id\"": 1761, \""amount\"": 87.67, \""status\"": \""pending\"", \""random_string\"": \""7Jo9HQ4X1N\""}"", ""timestamp"": ""2025-03-05 15:41:16""}",1741169476624166656,[object Object],1741169476624166656_2491b9e6
[object Object],2025-03-05 15:41:15,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:41:15,034 | ERROR | {\""user_id\"": 63, \""product_id\"": 1965, \""amount\"": 45.79, \""status\"": \""failure\"", \""random_string\"": \""QmynO6OA6D\""}"", ""timestamp"": ""2025-03-05 15:41:15""}",1741169475034321920,[object Object],1741169475034321920_345fa738
[object Object],2025-03-05 15:41:10,"{""level"": ""ERROR"", ""message"": ""2025-03-05 15:41:10,445 | ERROR | {\""user_id\"": 79, \""product_id\"": 1306, \""amount\"": 72.29, \""status\"": \""failure\"", \""random_string\"": \""mEo4mwfCsw\""}"", ""timestamp"": ""2025-03-05 15:41:10""}",1741169470445808384,[object Object],1741169470445808384_f27ad4b8
[object Object],2025-03-05 15:41:09,"{""level"": ""WARNING"", ""message"": ""2025-03-05 15:41:09,491 | WARNING | {\""user_id\"": 12, \""product_id\"": 1173, \""amount\"": 64.52, \""status\"": \""failure\"", \""random_string\"": \""5VsTycvEV8\""}"", ""timestamp"": ""2025-03-05 15:41:09""}",1741169469491463424,[object Object],1741169469491463424_3ff4268c
